GameID,LeagueIndex,Age,HoursPerWeek,TotalHours,APM,SelectByHotkeys,AssignToHotkeys,UniqueHotkeys,MinimapAttacks,MinimapRightClicks,NumberOfPACs,GapBetweenPACs,ActionLatency,ActionsInPAC,TotalMapExplored,WorkersMade,UniqueUnitsMade,ComplexUnitsMade,ComplexAbilitiesUsed
1247,1,18,42,600,41.037,0.000747702,0.000120002,7,2.77E-05,4.62E-05,0.002040025,118.6727,116.0724,3.4434,21,0.0002677,6,0,0
1298,1,17,70,400,82.0902,0.000106655,6.40E-05,1,1.07E-05,0.000106655,0.001930461,50.0444,71.9779,8.1215,17,0.00035196,6,0,0
1338,1,22,6,700,43.3638,0.000330657,9.45E-05,4,0.000125964,7.87E-05,0.001739884,154.8,123.2941,4.5339,23,0.00088962,10,0,0
1347,1,28,4,40,53.55,0.000302298,8.24E-05,2,0,0.000274816,0.001429043,73.9608,108.6154,6.8269,11,0.0013466,4,0,0
1366,1,20,14,200,96.7374,0.002277344,0.000246199,1,0,0.000415461,0.002015757,57.3231,85.5267,8.2977,17,0.001031,5,0,0
1447,1,20,28,200,72.591,0.000176258,0.00019829,3,0,0.000132194,0.003172645,17.9021,66.6111,4.2778,9,0.00048471,4,0.000154226,2.20E-05
1469,1,22,16,200,55.203,0.001085999,0.000236087,4,0,0.000251826,0.002156258,74,114.0146,4.6277,17,0.00077122,5,0.000157391,0.00037774
1580,1,19,8,300,104.4486,0.003025141,0.000411184,2,5.87E-05,0.000117481,0.001762218,24.4746,72.7333,9.6167,11,0.00061678,3,0,2.94E-05
1603,1,16,12,100,61.5984,0.000885508,0.000124719,2,0,0.000224495,0.002357196,49.4468,104.7407,4.4392,16,0.00061112,5,0,0
1604,1,25,24,300,43.4706,0.000170466,0.000194818,4,0,0.000121761,0.002995324,61.2082,106.1138,2.7724,16,0.0007671,8,0,0
1634,1,18,4,50,82.6356,0.001949166,3.90E-05,1,0,0,0.002611882,79.8788,84.0597,5.0896,14,0.0009356,5,0,0
1648,1,21,20,600,44.1438,0.000413367,0.000206684,5,0,3.26E-05,0.002904447,62.8421,91.5955,2.7566,17,0.00047864,6,0,0
1679,1,16,8,30,54.4656,0.001223414,0.0001294,5,0,0.000305854,0.002611519,64.7783,87.8018,3.6306,22,0.00083522,7,0,2.35E-05
1719,1,34,12,150,49.1136,0.000185891,0.000185891,1,0,0.000418255,0.001185054,57.68,165.5686,7.9412,10,0.00099916,5,0,0
1825,1,16,8,70,45.2916,0.000667111,0.000100067,0,5.00E-05,8.34E-05,0.001200801,112.5634,173.5556,6.6111,17,0.00053369,6,0,0
1826,1,27,2,250,37.7802,0,4.32E-05,1,0,0.000330821,0.002517116,60.6897,106.3771,2.8629,12,0.00031644,5,0,0
1830,1,16,10,200,92.2266,0.000641343,9.00E-05,4,0,0.000191278,0.002700392,54.0921,63.6,6.1917,17,0.00030379,8,0,1.13E-05
1852,1,28,8,120,44.2218,0.000443146,0.00020516,4,8.21E-06,0,0.002716321,46.0727,82.6586,3.0363,25,0.00034467,7,0,0.00011489
1902,1,17,14,100,73.7232,0.000259929,3.71E-05,0,0,0.000378754,0.003304815,37.4144,69.618,4.0742,24,0.00033419,7,7.43E-05,2.97E-05
2013,1,20,20,900,100.518,0.001610331,0.000322066,5,0.00026072,0,0.003558064,39.9654,65.7069,4.7672,15,0.00059812,6,0,0
2051,1,16,6,670,56.6298,0.000529815,0.000267696,1,5.58E-06,3.35E-05,0.001868294,102.5269,111.1761,5.5075,23,0.00050751,9,5.02E-05,0.00019519
2095,1,38,16,300,71.595,0.000276968,2.92E-05,2,0.000174927,0.000233236,0.002084548,30.5634,76.4476,6.4336,15,0.001414,6,0,0
2178,1,16,20,500,55.8648,0.000122856,6.14E-05,5,2.46E-05,0.000343997,0.002567694,48.5769,71.2919,4.0574,18,0.00039314,11,4.91E-05,4.91E-05
2231,1,26,2,100,48.4494,0.000708692,0.000228223,3,6.01E-05,4.80E-05,0.002774708,52.9913,84.6061,3.1991,26,0.00055254,7,0,4.80E-05
2423,1,35,14,50,32.8884,5.54E-05,0.000110816,2,0,0.000277039,0.000886525,9.9355,128.5,7.2812,7,0.00047097,3,0,0
2533,1,24,10,300,54.045,0.000371722,6.76E-05,3,1.69E-05,0.000185861,0.00219654,63.2248,96.2462,4.5538,11,0.0004731,3,0,0
2677,1,18,2,80,39.8712,4.33E-05,0.000100946,4,5.77E-05,5.77E-05,0.002610175,62.1556,102.453,2.9282,12,0.00031726,5,0,0
2988,1,18,24,900,46.5588,0.000420496,0.000165195,3,1.50E-05,7.51E-05,0.002222623,42.0136,95.027,3.8108,13,0.00058569,5,0,0.00010512
2997,1,16,8,72,70.41,0.001090021,0.000155717,6,0,3.28E-05,0.002704563,103.7568,88.2303,4.5364,28,0.00071302,9,0,0
3031,1,21,8,500,47.9412,0.000569727,0.00011027,4,0.000147026,0.000128648,0.00183783,89.9798,94.68,4.71,15,0.00062486,5,0,0
3044,1,20,10,20,48.1542,0.001958751,0.000489688,1,0.000100818,0.000345662,0.002520452,54.8506,101.0971,2.9657,12,0.00048969,7,0,0.00011522
3061,1,18,8,150,84.5352,0.002354788,0.000160554,4,3.57E-05,0.000196232,0.003246753,68.1989,63.5824,4.2198,22,0.00067789,5,0,0
3104,1,16,20,20,103.0962,0.000659392,0.000232727,5,0,0,0.002909082,56,70.7733,6.5289,29,0.00090505,6,0,0
3135,1,25,4,350,48.5838,0.001093248,0.000144695,6,0,0.000257235,0.002106109,86.0308,88.2137,3.9847,16,0.00057878,6,0,6.43E-05
3146,1,25,8,60,53.0832,0.000974961,0.000276978,2,0,0.000221582,0.003113229,62.9429,72.6406,3.0498,26,0.00078662,6,0,6.65E-05
3152,1,19,10,50,87.0408,0.005331442,0.000341422,3,0,0.000183843,0.003361698,46.0787,71.1562,3.375,17,0.00044648,3,0,0
3210,1,32,20,750,94.2588,0.006836564,8.02E-05,6,0,0.000288869,0.002575748,44.4375,75.5514,4.3302,23,0.0004654,9,4.81E-05,0
3237,1,25,16,60,69.8094,0.002741573,0.00052809,7,0,0.000123596,0.003393258,52.412,76.7947,3.1159,16,0.00053933,7,0,5.62E-05
3265,1,27,14,50,58.4136,0.001569366,0.000348748,4,0,0.000191811,0.001604241,46.2418,106.5652,6.4783,14,0.0010114,5,0,0
3287,1,21,16,100,94.9017,0.003313176,9.65E-05,2,0,0.000868502,0.002026505,118,110.0952,7.381,12,0.00016083,3,0,0
3302,1,23,8,60,51.5208,0.000911969,0.000154863,5,0,6.88E-05,0.002202492,52.7874,101.3438,4.1016,21,0.00022369,5,0,0
3339,1,23,2,200,44.8266,0.000116773,9.34E-05,3,2.34E-05,0.000490448,0.002136952,58.2418,94.7541,4.0437,21,0.00072399,7,0,4.67E-05
3344,1,20,20,300,60.0696,0.000927571,0.000313545,0,2.61E-05,0.000274352,0.002769649,51.8104,76.1698,3.9717,23,0.00045725,7,0.000143708,0.00016984
3389,1,17,20,100,56.5278,0.001264843,0.000283944,2,0.000180692,0.000490449,0.002168302,58.8434,94.1429,4.4048,12,0.00082602,4,0,7.74E-05
3423,1,23,10,100,78.1968,0.000409165,4.87E-05,4,0.000185099,0.000155873,0.002571896,51.27,71.3485,5.5795,14,0.00038968,7,3.90E-05,9.74E-06
3426,1,35,8,350,66.5358,1.34E-05,2.67E-05,2,2.01E-05,0.00045457,0.001611049,55.15,97.9917,8.1494,27,0.0010228,7,0,6.68E-06
3428,1,20,10,50,38.3322,0.000508373,0.000318979,1,0,4.98E-05,0.001973684,60.3452,113.4141,3.4949,22,0.00025917,5,0,0
3449,1,29,10,500,43.6686,0.000212804,0.000123202,6,0,0.000100802,0.00208324,48.8,104.6237,4.0108,20,0.00033601,6,0,0
3494,1,33,10,750,31.5294,0.000149548,7.04E-05,6,0,7.92E-05,0.001935325,76.895,111.1818,3.0227,17,0.00038706,7,0,0
3539,1,20,8,60,76.308,0.001377818,0.000113869,5,0,0.000421316,0.002721476,49.7647,73.4059,4.8954,22,0.0012298,7,0.000227739,0.00010248
3580,1,18,12,600,83.01,0.00040292,2.37E-05,0,0,0.000355518,0.003033751,40.5039,72,5.0547,13,0.00061623,4,0,2.37E-05
3587,1,16,24,500,61.971,0.000137906,0.000114921,4,0,0.00032178,0.002666176,54.5043,68.2069,4.4052,13,0.00055162,5,0,9.19E-05
3621,1,32,16,650,33.8424,0.000359913,0.000127711,0,0,6.97E-05,0.001764733,72.4503,125.8421,3.5395,19,0.00052245,7,0,2.32E-05
3710,1,16,16,420,40.1292,0.000188987,0.000130837,4,2.18E-05,2.18E-05,0.001613654,129.9729,130.2523,4.7342,22,0.00027621,7,0.000181718,5.09E-05
3734,1,25,10,100,30.1632,0.000427298,0.000122085,3,0,0.000152607,0.001526065,113.0612,108.72,3.7,9,0.00051886,4,0,3.05E-05
3752,1,20,10,700,66.102,0.000253485,0.000144849,1,9.05E-06,0.000235379,0.002435271,69.8806,95.1524,5.1784,14,0.00089625,8,6.34E-05,0.00023538
3764,1,20,16,450,78.2736,0.001364664,0.000245213,4,0,6.40E-05,0.002132287,72.8241,99.08,6.54,20,0.0015459,7,0,0
3773,1,20,8,500,49.7838,0.000273984,2.11E-05,0,0,0.000158068,0.002497471,58.9492,92.27,3.8101,22,0.00044259,7,0,6.32E-05
3782,1,18,24,100,37.9656,6.27E-06,3.76E-05,2,7.53E-05,6.27E-05,0.00204481,76.8738,122.5767,3.5982,41,0.00039516,8,0,1.25E-05
3787,1,18,14,30,42.3318,0.000770762,0.000127449,6,0.000109242,0.00012138,0.002099871,93.8203,93.1445,3.4913,29,0.00044304,7,1.82E-05,2.43E-05
3801,1,22,24,100,24.9042,0.000301136,4.30E-05,3,2.87E-05,0.000100379,0.001878513,75.3538,141.8931,2.4885,13,0.00045887,5,0,0
3843,1,20,24,75,65.7948,0,1.12E-05,1,0,6.71E-05,0.0027641,52,82.7206,4.4696,16,0.00027977,5,2.24E-05,1.12E-05
3857,1,24,16,200,31.7124,7.64E-05,4.58E-05,3,0,0.000152709,0.002076843,60.9185,101.3824,3.0221,20,0.00050394,4,0,0.00012217
3880,1,20,4,25,85.2954,0.000979945,9.12E-05,0,0,0.000432999,0.001686418,49.589,83.6216,8.8514,12,0.00082042,4,0,0
3899,1,16,16,80,37.31454,0.000192456,3.85E-05,0,0,0.00034642,0.000846805,237.1429,161.6364,8.0909,18,7.70E-05,2,0,0
3927,1,18,20,80,41.8968,0.002025463,0.000385803,10,2.41E-05,9.65E-05,0.001663773,63,145.0435,3.913,11,0.0010368,6,0,0
4157,1,25,12,20,71.2314,0.000378845,5.68E-05,2,1.89E-05,0.000246249,0.002670859,73.7714,83.1489,4.844,13,0.0011744,5,0,0
4177,1,16,20,150,51.4452,0.000141538,6.53E-05,5,1.09E-05,0.000326627,0.00400662,49.5695,59.1304,2.3016,30,0.00023953,7,0,0
4191,1,25,28,600,60.507,0.000525663,0.000161743,5,1.35E-05,5.39E-05,0.002399181,44.6328,85.3483,4.6517,8,0.00071436,6,0,0.00021566
4263,1,23,4,20,53.4696,0.000396063,6.00E-05,3,4.80E-05,0.000432069,0.001644263,86.3529,132.2628,6.1241,19,0.0010202,6,0,0
4269,1,26,16,30,35.0388,0.001375138,0.000144751,5,0,4.34E-05,0.002605524,73.2067,96.7556,2.0389,16,0.00047768,5,0,0
4276,1,29,28,900,58.2984,0.001898348,0.000332557,2,0,1.39E-05,0.002882164,65.9903,93.0192,3.2644,23,0.00083139,5,6.93E-05,0.00016628
4283,1,21,20,600,47.1678,0.000468837,0.000190465,4,0.000227093,0.001018255,0.002769069,47.2255,89.0899,3.127,34,0.00054942,7,0,0.00016116
4510,1,25,4,50,43.2744,0.000824336,0.000196965,5,0,6.57E-05,0.002626204,67.532,103.3,2.9083,16,0.00022615,9,0,0
4517,1,31,12,200,41.586,0.001057703,0.000168877,5,0.000195542,4.44E-05,0.001724322,130.2176,122.0206,4.0825,25,0.00062218,5,0,0
4565,1,19,8,75,75.6618,0.00075785,7.41E-05,3,0,8.24E-05,0.003105539,72.2234,76.7321,4.122,24,0.00043659,5,0,0
4684,1,16,16,140,85.08,0.000675322,0.000152492,0,0,0.00052283,0.001829906,28.8675,79.8571,8.0833,13,0.00037034,4,0,0
4777,1,24,6,20,43.1352,0.000242332,6.06E-05,3,0,0.000112511,0.002925293,79.3709,67.0059,2.716,33,0.0005539,8,5.19E-05,1.73E-05
4889,1,30,2,60,100.0932,0.002155813,0.000191156,6,2.12E-05,0.000318593,0.00324965,53.377,66.7582,5.2092,31,0.00074338,7,7.43E-05,0.00035045
4943,1,21,8,200,69.7926,0.001471274,0.000480713,6,0.00010197,0.000291341,0.002811444,43.2292,63.5855,4.342,19,0.0010634,6,0,0
4960,1,22,10,600,61.92,0.000111166,0.000117706,5,0.000170019,0.000333499,0.00219717,43.403,97.1905,5.881,32,0.00083048,9,2.62E-05,0
5004,1,24,6,150,35.04,0.000661065,0.000352568,2,1.47E-05,4.41E-05,0.001850981,82.112,111.0794,3.3095,15,0.00027912,5,0,0
5020,1,24,12,400,63.8106,0,0,0,0,5.60E-05,0.005012882,48.1681,51.5084,2.1006,23,0.00044808,6,0,0
5057,1,26,10,12,30.6366,0.000499115,8.86E-05,4,0,6.44E-05,0.001819353,91.4311,113.2389,3.0133,18,0.00043471,8,0,8.05E-06
5060,1,20,28,100,139.6362,0.007162457,0.000605278,3,0,2.02E-05,0.002219353,58.8624,76.4364,9.2364,20,0.00066581,5,0,0
5090,1,29,8,90,80.3448,0.000830711,0.000106986,3,0,0.000106986,0.003316551,58.8821,82.4288,4.3586,31,0.0001825,6,0,0
5099,1,27,4,100,30.9174,0.000292883,0.000158645,4,1.22E-05,7.32E-05,0.002635947,70.2326,102.7222,2.2037,15,0.00024407,4,0,8.54E-05
5304,1,21,12,200,62.004,0.001691475,0.000302049,5,0,0.000157066,0.002899671,58.9289,85.7667,3.5583,14,0.0006041,7,0,0.00019331
5323,1,18,28,200,49.7424,0.000365927,0.000137223,6,3.27E-05,0.000673044,0.001914582,75.9863,103.1399,4.8191,24,0.00033979,9,7.84E-05,0
5326,1,20,20,16,73.2594,0.000954199,0.000136314,5,0,9.91E-05,0.003866363,52.8103,69.4359,3.2981,21,0.00069396,6,0,0
5483,1,23,20,216,54.405,0.002137069,0.000356178,1,0.00018551,0.000237452,0.002255795,37.6634,96.2237,3.8487,25,0.00059363,8,0,4.45E-05
5490,1,35,8,250,49.4076,0.000546134,0.000172463,4,0,4.31E-05,0.002242024,54.3226,85.4103,4.0577,15,0.00060362,3,0,0
5558,1,23,2,300,77.241,0.000565349,0.000130465,2,8.70E-05,0,0.003450075,32.5401,63.2941,4.1176,26,0.00068132,4,0,2.90E-05
5663,1,19,20,350,34.278,0.000556815,0.000185605,4,0,3.91E-05,0.002197953,118.1607,93.2089,2.7156,21,0.00066427,6,0,3.91E-05
5691,1,16,32,50,42.3318,0.001605851,0.000377847,5,0,0,0.002617942,89.3057,79.1959,2.3969,25,0.0010256,6,0,0
5738,1,16,14,450,52.644,0.000538144,0.000107629,3,0,0.000107629,0.001958843,34.8889,107.033,4.989,13,0.00045204,4,0,0
5777,1,20,8,100,73.7214,0.001414836,0.000456399,2,0,0.000243413,0.002418913,75.5696,96.5535,5.4277,12,0.0011258,7,4.56E-05,4.56E-05
5784,1,19,4,60,68.4336,0.001835064,0.000250949,0,7.84E-05,0.000337213,0.002321277,84.0949,91.9054,4.8851,26,0.00065874,11,2.35E-05,0
5807,1,20,2,36,48.174,0.003516799,0.000204862,7,8.54E-06,8.54E-06,0.00125478,94.7397,161.1973,4.4966,19,0.00037558,6,0,0
5833,1,19,14,100,50.5584,0.002709641,0.000399316,4,2.85E-05,2.85E-05,0.002224758,79.1688,91.1795,3.0769,10,0.00059897,2,0,0
5873,1,19,16,20,65.9064,0.00096642,0.000209585,4,0,0.000302734,0.002154068,40.3478,96.8432,5.427,18,0.00050068,7,0,9.31E-05
5883,1,33,12,30,46.542,0.001088617,0.000238732,3,9.55E-06,0.000114591,0.002320474,58.2149,111.0288,3.4691,20,0.00041062,6,0,0
5933,1,22,2,300,46.6974,0.000257308,0.000257308,3,0,0.000205846,0.002238576,49.3023,105.931,3.8851,12,0.00043742,4,0,5.15E-05
5982,1,24,8,700,42.0726,0.001223915,0.00066759,1,1.24E-05,0.000135991,0.002818712,63.207,95.8246,2.4254,16,0.00037088,5,0,0
6172,1,24,18,200,106.7454,0.00212154,0.000355963,6,9.97E-05,0.000113908,0.003289099,42.087,61.316,5.3463,19,0.00059802,4,0,0
6217,1,17,10,700,62.0832,0.000297,0.0001485,0,0,0.000259875,0.002190377,50.5641,71.0508,5.3051,14,0.0016706,5,0,0
6237,1,20,12,730,172.953,0.013986111,0.000666667,5,8.33E-05,8.33E-05,0.004041667,35.2552,51.1065,4.5945,17,0.001375,6,0,0.000625
6283,1,17,6,100,102.5208,0.001416932,0.000118078,3,8.86E-05,0.000177117,0.002302515,20.6234,70.6154,7.7692,12,0.00050183,5,0,0
6316,1,20,16,400,35.4252,0.000580819,0.00011958,5,3.42E-05,5.98E-05,0.002186614,109.4118,103.5625,2.8008,21,0.0003502,8,0,0.0001025
6324,1,27,8,250,141.6282,0.00135374,0.000225623,6,0,0.00019742,0.002707479,39.9024,69.6667,9.5243,27,0.00080848,7,0.000206821,0.00062987
6619,1,26,30,200,41.9604,0.000557262,0.00017337,6,4.95E-05,4.95E-05,0.00206806,71.8554,102.5868,3.7066,14,0.00034674,5,0,0
6686,1,17,20,300,49.53,4.97E-05,7.45E-05,0,0,0.000173784,0.002110228,67.0952,97.7412,4.5765,13,0.00054618,4,0,4.97E-05
6695,1,16,14,75,74.4186,0.00144303,0.000336048,2,1.98E-05,0.000197675,0.002312802,27.931,72.3761,5.5385,18,0.00049419,7,0,1.98E-05
6744,1,19,4,250,37.6506,0.000644496,9.67E-05,5,0,0.000139641,0.002459826,104.9298,92.4192,2.6681,14,0.00022557,7,0,0
6770,1,18,6,450,35.2848,5.81E-05,2.91E-05,1,0,8.72E-05,0.001540877,76.4615,115.2453,4.4717,7,0.00063961,2,0,0
6842,1,22,4,30,74.3148,0.001196535,0.000257482,4,1.51E-05,0.000817884,0.002665697,51.84,96.2273,4.7898,22,0.00080274,7,0,1.51E-05
6847,1,35,12,450,46.8606,0.001233499,0.000183943,4,0,0.000411166,0.002456178,71.4159,93.9559,3.1982,26,0.00047609,10,2.16E-05,1.08E-05
6888,1,16,56,50,49.4184,0.001510574,0.000142892,2,0,0.000306197,0.001306442,71.1111,104.6875,6.25,12,0.00065322,6,0,0
7174,1,32,4,200,51.0426,0.000251699,0.00012585,3,0,0.000409011,0.001667506,34.9231,77.8113,5.566,9,0.00078656,4,0,0
7182,1,25,4,200,31.569,0.000875216,9.59E-05,5,0.000107903,0.000119893,0.001306829,74.037,123.2294,4.055,19,0.00046758,6,0,0
7464,1,20,24,1870,67.9392,0.000473186,0.00024266,7,0,0.000230527,0.002705654,25.8739,79.4619,4.6323,18,0.00038826,6,0,0
7548,1,25,10,500,46.599,5.70E-05,5.70E-05,3,3.80E-05,0.000247205,0.002319921,33.4545,90.623,3.8934,11,0.00039933,5,0,7.61E-05
7646,1,19,2,340,41.2572,0.000671532,0.000302189,1,0,0.000134306,0.002003402,83.9101,117.0279,3.7318,15,0.00041411,6,0,0
7666,1,29,8,1000,54.4284,0.00024055,0.000137457,0,3.44E-05,0.00045819,0.001489118,45.3023,109.1385,7.0846,16,0.00063001,6,0,0
7685,1,26,12,336,64.0734,0.000370737,8.24E-05,5,0,9.27E-05,0.00373826,41.2486,58.5014,3.168,17,0.00040163,8,0,0
7700,1,22,4,250,89.064,0.003072445,0.000559757,5,2.49E-05,4.98E-05,0.003694398,46.3784,58.8687,3.7306,24,0.0007339,6,0,0.00021146
7760,1,17,4,24,48.879,0.000400282,0.00025618,8,4.80E-05,8.01E-05,0.00238568,55.973,105.0201,3.8255,15,0.0007045,6,9.61E-05,3.20E-05
7804,1,21,10,500,73.1424,3.03E-05,3.03E-05,1,0,3.03E-05,0.002108105,70.7246,83.0216,6.4173,15,0.0010161,5,0,0
7976,1,21,24,150,100.7034,0.00168278,0.000346455,5,8.25E-06,0.00030521,0.003876992,33.9957,56.6894,4.5702,47,0.00088263,8,3.30E-05,8.25E-06
8027,1,21,20,125,60.594,0.00019382,0.00019382,1,8.31E-05,0.000415328,0.001550559,68.8727,134.2857,7.2321,14,0.00063684,4,0,0
8106,1,22,6,400,72.4176,4.61E-05,0.000184247,4,2.30E-05,0.000322432,0.00241824,45.5,81.7905,5.6762,14,0.0002994,3,0,0
8176,1,17,28,20,91.2876,0.003119466,0.000543391,7,0,8.05E-05,0.002877959,22,59.4126,4.9371,14,0.00090565,6,0,8.05E-05
8196,1,16,24,730,28.1118,0.000574953,6.97E-05,5,0,0,0.001507074,160.9535,168.9249,3.1792,17,0.00071434,3,0,0
8208,1,20,30,130,80.1444,0.000471791,7.86E-05,3,0,0.001405544,0.002064085,28.8421,101.2,7.1524,18,0.00065854,7,0,2.95E-05
8306,1,26,4,600,58.5666,0.001239914,0.00012029,5,0,0.000166556,0.002322526,35.184,82.8048,4.3307,21,0.00061996,5,0,0
8417,1,22,28,900,70.5282,0.000368381,5.94E-05,1,0,3.56E-05,0.003778876,49.5268,59.3459,3.478,44,0.0010457,5,0,1.19E-05
8442,1,39,10,500,29.8764,0.000718224,6.95E-05,3,0,0.000127427,0.002038831,88.7771,137.9773,2.4716,22,0.00038228,4,0,0
8605,1,33,6,300,52.0476,0.003101545,0.000386314,6,0,7.73E-05,0.002737307,112.9393,83.1613,2.5524,35,0.00054084,7,0,0.00012141
8629,1,27,12,450,90.4338,0.000190969,2.94E-05,2,0,0.000763875,0.003121603,47.4434,78.56,5.3482,33,0.00049946,9,0,0
8718,1,26,10,50,40.5456,0.000876056,0.000332901,2,5.26E-05,0.000201493,0.002242703,101.4745,103.1875,3.1406,29,0.00034166,7,0,7.01E-05
8734,1,40,12,150,38.559,0.001552231,8.26E-05,4,0,0.000165131,0.001973315,96.9412,114.6109,3.0167,21,0.00041283,7,0,0
8755,1,30,12,150,25.4442,0.000384763,0.000160318,3,0.000192382,6.41E-05,0.000993972,113.2,165.1613,4.3548,7,0.00038476,2,0,0
8849,1,19,14,30,47.2152,0.001517307,0.000284495,5,0,0.000213371,0.001944049,71.6543,100.6829,3.7561,14,0.00052157,5,0,0
8883,1,21,6,12,47.0112,0.000745184,0.000109051,0,0,5.45E-05,0.002562705,61.5143,88.0851,3.2411,19,0.00032715,4,0,0
8906,1,24,24,40,37.263,0.001094675,0.000236686,2,0,0.000340237,0.002263314,52.9474,118.8497,2.7124,16,0.00065089,5,0,2.96E-05
9021,1,28,2,30,98.7384,0.002920402,0.000294304,1,0.000158471,0.000339582,0.001426243,72.5806,115.746,11.0159,17,0.0020601,5,0,0
9160,1,20,12,100,51.6534,0.001858407,0.000294985,4,5.90E-05,0.000147493,0.001710915,85.1228,96.5517,4.5345,11,0.00053097,2,0,0
9185,1,37,12,300,22.0596,2.44E-05,3.25E-05,3,1.63E-05,3.25E-05,0.001594896,134.1128,147.5306,2.8469,18,0.0003499,9,8.95E-05,1.63E-05
9224,1,25,4,200,74.3232,0.000753926,0.000117495,2,9.79E-06,0.000636431,0.002604473,44.2868,77.9549,5.282,19,0.00053852,7,0,7.83E-05
60,2,27,6,70,44.457,0.00097839,0.000255232,2,0,0,0.002424707,76.4405,98.7719,3.0965,16,0.00037221,6,0,0
181,2,25,10,200,75.9642,0.000609665,0.000136864,4,0.000124421,0.000323496,0.00209028,45.1018,78.3095,6.5417,15,0.00093316,6,0,0
187,2,25,8,100,79.128,0.00050077,8.99E-05,4,1.93E-05,0.001720596,0.002754237,50.5327,67.1422,5.345,28,0.00043657,6,0,6.42E-06
215,2,27,24,250,73.9722,0.002647278,0.000454884,7,7.46E-06,0.000186428,0.002684564,58.8858,88.6889,4.4111,24,0.00058166,8,0.0001044,0.00023863
220,2,27,8,280,55.047,0.000642809,0.000126454,0,7.38E-05,9.48E-05,0.002529085,62.8452,83.8667,3.9333,22,0.00052689,6,0,0.00017914
234,2,16,24,50,109.038,0.004300867,0.000177855,6,0,0,0.003395421,28.555,63.1429,4.8571,13,0.0010186,6,0,8.08E-05
263,2,22,16,450,114.942,0.001744367,0.000299987,2,2.22E-05,8.89E-05,0.002577663,31.2208,61.5517,8.1379,22,0.0013888,7,0.000155549,0.00097773
288,2,32,10,400,53.8788,0.001312051,6.91E-05,4,0,9.87E-05,0.001588272,21.325,105.3416,5.677,14,0.00047352,7,0,0
333,2,16,28,300,76.8504,0.000714417,0.000357209,1,0,0.000103706,0.001947364,42.5714,82.5089,7.2249,18,0.00038025,3,0,0
