GameID,LeagueIndex,Age,HoursPerWeek,TotalHours,APM,SelectByHotkeys,AssignToHotkeys,UniqueHotkeys,MinimapAttacks,MinimapRightClicks,NumberOfPACs,GapBetweenPACs,ActionLatency,ActionsInPAC,TotalMapExplored,WorkersMade,UniqueUnitsMade,ComplexUnitsMade,ComplexAbilitiesUsed
407,5,19,14,1000,144.6822,0.005275382,0.000309666,5,6.64E-05,0.000165893,0.004888299,34.1769,42.6516,4.2873,22,0.002046,6,0,0
408,5,23,12,300,125.7894,0.002228461,0.00065801,3,7.02E-05,0.000307071,0.004570977,36.5231,47.5701,4.6564,32,0.00094753,8,0.000280751,0.0012809
434,5,23,10,500,119.5992,0.004280868,0.000447761,9,0.000108548,0.00041384,0.003995929,37.2925,48.4958,4.7487,31,0.0011601,11,9.50E-05,0.00074627
435,5,19,10,700,129.9594,0.002072839,0.000412339,6,8.92E-05,0.000167164,0.004446574,24.6131,54.5865,5.1504,25,0.0014265,6,0.000267463,0.00064637
438,5,16,12,600,81.711,0.00081314,0.000108419,1,1.36E-05,0,0.003333875,49.1755,66.5691,4.3902,20,0.00079959,7,0,0.00029815
443,5,29,20,1000,134.2992,0.00360351,0.000135784,0,0.000208899,0.000323794,0.003008147,10.8571,54.5139,7.2257,32,0.0007207,6,5.22E-05,2.09E-05
457,5,21,8,650,169.3164,0.009296994,0.000445746,6,0.000218325,0.000673168,0.004239138,49.8065,52.5064,5.4571,30,0.0015283,8,0.000272906,0.00095517
458,5,19,10,400,172.4688,0.003761308,0.000640995,10,0,8.47E-05,0.005617774,28.0043,42.5231,5.0829,34,0.00086474,12,0.000344686,0.00036283
506,5,26,12,200,111.342,0.004375405,0.000300954,2,0.000370405,0.000439856,0.00236133,18.8515,65.098,7.1765,12,0.00069451,4,0,0
525,5,17,10,780,174.2208,0.007967358,0.000411883,6,0,0.000141585,0.004453483,38.7362,45.9769,5.4971,24,0.0012743,8,0.00019307,0.00021881
536,5,22,10,500,67.1406,0.001152074,0.000260146,5,0,5.57E-05,0.00384644,56.5437,55.7295,3.029,15,0.0011335,3,0,0
545,5,25,10,700,127.887,0.002350026,0.000373868,5,3.20E-05,0.000459323,0.004400957,46.9684,52.0097,4.8519,35,0.0020402,9,7.48E-05,6.41E-05
560,5,17,14,600,99.5436,0.001524097,0.000352949,5,3.21E-05,0.000417121,0.003481358,38.7407,51.871,5.212,24,0.00088237,4,0,0.00024065
568,5,20,10,600,114.8658,0.002847463,0.000363727,7,5.20E-06,0.00018706,0.004712864,37.4084,50.9724,4.1191,33,0.00089373,9,0,5.20E-06
572,5,28,20,600,91.3278,0.002084636,0.000469043,10,1.74E-05,0.000121604,0.003022723,50.9364,78.9885,4.9885,20,0.0017719,6,0,0
576,5,23,4,200,100.4274,0.002728565,0.000469567,1,1.27E-05,0.000482258,0.003604244,34.3746,59.6338,4.6549,18,0.00092644,8,0.000215747,0.00049495
578,5,25,8,600,99.8568,0.00251629,0.000423796,6,6.62E-05,0.000251629,0.004079038,34.1368,58.1299,4.0844,24,0.00099327,7,0,1.32E-05
581,5,21,8,800,120.9714,0.007152193,0.000399361,5,4.54E-05,0.000154299,0.003394569,38.3914,62.7166,4.607,26,0.00060812,6,9.98E-05,0.00022691
585,5,28,8,312,131.097,0.00270252,0.000253361,5,1.69E-05,0.001317479,0.003648402,36.986,44.9074,5.8843,17,0.0018411,7,0,3.38E-05
614,5,24,12,700,99.5442,0.003865706,0.000450117,3,0,2.65E-05,0.003133164,40.0791,71.0986,4.9296,24,0.00081197,8,0.000123561,0.00032656
616,5,20,24,600,125.8662,0.002678605,0.000530042,6,0.003019347,0.000719343,0.003189717,31.8929,71.3353,6.724,28,0.0012115,11,9.47E-05,0.00032181
623,5,18,28,1200,136.485,0.008672356,0.000396904,3,4.96E-05,0.000386982,0.004098035,38.6796,55.4576,4.1356,26,0.0011014,6,0,0
626,5,24,10,200,148.0326,0.005376968,0.000280453,10,0.000145062,0.00035782,0.004003714,35.7869,52.8213,5.7126,28,0.0014603,8,4.84E-05,0.00013539
629,5,37,14,800,327.7218,0.033115533,0.000556876,6,0,0.000297,0.002970003,29.3671,54.1,9.5375,13,0.0010766,5,0,0
632,5,18,10,1000,141.735,0.003981367,0.000424526,3,0.000137684,0.000401579,0.003614209,24,50.2857,6.4825,26,0.0017899,8,0.000183579,0.00014916
636,5,16,8,800,118.9332,0.00272353,0.000264155,0,0.000337025,0.000938206,0.003197187,36.7314,70.4501,6.3989,26,0.0015394,10,0.000209502,0.00022772
655,5,18,28,700,128.9046,0.003751528,0.000588325,5,1.53E-05,5.35E-05,0.00507335,35.1493,43.3795,4.1099,31,0.00074114,9,0.000137531,0.00042023
656,5,25,12,800,138.1902,0.00656168,0.000546807,4,4.69E-05,0.000234346,0.004905637,28.7412,40.4204,3.9618,18,0.0011561,6,0.000171854,0.00039058
664,5,28,8,500,72.816,0.000284455,0.000124449,0,0.000213341,3.56E-05,0.003129,22.6514,63.2045,4.2955,13,0.00094226,3,0,0
666,5,21,28,800,85.395,0.001365147,0.000296771,3,0.000178063,0.000741928,0.002581909,36.8837,64.5517,5.7471,16,0.0007716,4,0,0
705,5,17,8,100,167.6424,0.004131714,0.000803389,5,6.26E-05,0.000302575,0.004799466,41.9869,43.9826,5.4935,26,0.0019094,8,0.000177372,0.00050081
711,5,17,96,900,145.806,0.010373815,0.000596196,4,0,2.98E-05,0.003964705,43.2906,54.406,4.3008,21,0.0010135,8,0,0.00010433
720,5,21,16,1000,105.6162,0.001047532,0.000130942,3,3.27E-05,0.000229148,0.003011654,13.8022,54.3478,6.1848,13,0.00094933,3,0,0
722,5,20,42,550,175.92,0.012709579,0.000337124,6,0,0,0.003360004,42.8725,73.2308,6.2341,20,0.0013373,6,0.000168562,0.00016856
723,5,20,2,150,107.1972,0.000751986,8.22E-05,2,0,0.000352493,0.004241669,31.1111,49.0526,4.4515,25,0.00075199,7,0.000223246,0.00022325
739,5,18,8,720,99.8766,0.005843188,0.000256076,5,4.66E-05,0.000581991,0.002211565,35.8298,89.3895,5.8,14,0.00081479,3,0,0
746,5,18,20,700,105.147,0.002521092,0.00018721,4,3.74E-05,0.000599071,0.002932954,50.5812,56.9362,5.9574,25,0.00091109,6,0,0
747,5,22,12,700,89.2788,0.001615212,0.000145079,3,0.000203111,0.000319174,0.003327143,52.1983,63.2442,4.5814,33,0.00088015,10,4.84E-05,6.77E-05
759,5,19,30,1825,147.1572,0.006631751,0.000476126,4,1.13E-05,0.000532807,0.003287535,30.9896,55.7103,6.5345,22,0.0023353,8,0,2.27E-05
781,5,24,8,800,180.282,0.008314184,0.000616252,6,4.18E-05,0.000856486,0.002611239,30.8755,60.24,10.36,22,0.0014101,8,0.000240234,0.00060581
787,5,18,28,600,139.9266,0.008681844,0.000453683,6,0,0.000164976,0.004165636,37.6318,47.0891,4.2376,13,0.00094861,5,0,0
797,5,26,16,250,100.3596,0.002752028,0.000492468,5,5.79E-05,0.000144844,0.003186559,27.7064,68.1455,5.0545,13,0.00069525,4,0,8.69E-05
798,5,24,20,700,148.9158,0.002749485,0.000343686,6,0.000203087,0.000187465,0.003764919,38.2667,49.9751,6.5809,26,0.0022652,6,0,0
836,5,23,14,800,104.3874,0.003167652,0.000308261,7,0.000116927,0.000520856,0.003040095,33.4737,65.4965,5.8042,31,0.0014988,8,0.000308261,0.00021259
872,5,25,28,1300,132.0822,0.002485908,0.000680854,6,0.000269175,0.001488378,0.002026728,31.0236,65.25,11.7266,14,0.0031984,8,0,6.33E-05
875,5,25,4,300,94.7148,0.0005124,0.00017934,4,2.56E-05,0.00048678,0.003074401,27.395,69.8333,5.575,13,0.0011785,4,0,0
877,5,18,24,700,91.3014,0.004055748,0.00038714,3,0.000202787,0.000525404,0.003502692,31.3245,59.3263,4.1132,22,0.00086646,7,0.000267311,0.00077428
887,5,21,6,500,85.7514,0.001209949,0.000168048,7,0.000112032,0.000392113,0.003517813,30.0958,70.879,4.449,25,0.00054896,7,0,0
888,5,19,20,730,161.0184,0.001892297,0.000453363,2,1.97E-05,0.001320666,0.004868722,35.9675,44.4858,5.5466,19,0.00088701,5,0,0
931,5,24,12,350,105.0174,0.002869025,0.000500105,5,0.000302695,0.000381659,0.00336913,33.8039,63.8125,5.0586,17,0.00081596,8,0,7.90E-05
941,5,20,8,450,102.8466,0.002101176,0.000146284,6,5.32E-05,0.000545242,0.003324645,39.0683,61.6,5.204,31,0.00099739,7,0,0
981,5,22,20,1260,132.1734,0.005943711,0.000449794,10,0.000428376,0.001210161,0.003480552,44.3333,57.7723,6.12,25,0.00094243,9,0.000139222,0.00049263
993,5,21,16,300,115.2306,0.004286422,0.000681368,6,2.48E-05,0.000297324,0.004670466,25.0957,47.2573,3.7241,27,0.0010778,8,0,7.43E-05
1009,5,20,40,5000,84.7086,0.001113438,8.31E-05,2,0.000240968,0.000398843,0.003124273,48.512,62.6064,4.5585,25,0.0012547,7,4.15E-05,0.00029913
1021,5,19,2,400,117.1998,0.005561666,0.000637404,10,1.25E-05,0.000112483,0.004311853,33.4651,56.5101,3.8377,27,0.00099985,6,0.000137479,5.00E-05
1034,5,31,4,750,205.3416,0.008150372,0.000594704,5,0.000116991,0.00143314,0.004406661,21.5078,39.8319,7.1394,32,0.0016086,8,0,0
1064,5,17,20,?,94.4724,0.003846005,0.00078273,3,9.66E-06,0.000135287,0.004474122,50.5455,54.9287,3.0972,31,0.0007634,7,0.000106297,0.00011596
1070,5,18,24,1200,95.6406,0.002646883,0.000521921,5,3.73E-05,0.001081121,0.003019684,25.05,60,5.1605,14,0.00089472,4,0,0
1076,5,24,8,400,129.7716,0.002946994,0.000445016,8,7.91E-05,0.000534019,0.003352453,25.2426,56.9558,6.7375,27,0.0014241,7,0.000247231,0.00048457
1077,5,24,16,1163,119.6022,0.002316021,0.000427859,3,0.000195327,0.000120917,0.003739118,21.4264,48.806,5.5025,27,0.00079991,7,5.58E-05,5.58E-05
1106,5,24,4,200,122.8368,0.00393015,0.000456747,4,0.000223063,0.000308039,0.004259432,40.19,54.2943,4.6484,35,0.0013596,9,0.000265551,0.00083914
1133,5,18,28,730,113.8716,0.001905165,0.000362889,4,0,0.001391073,0.003477682,27.6491,72.9391,5.513,18,0.0010584,5,0,0
1174,5,16,24,1400,116.4402,0.000976935,0.000119138,0,0,0.00092928,0.003335875,33.7842,51.5429,5.9071,17,0.001239,5,0,0
1196,5,16,6,650,99.9996,0.000155705,3.11E-05,1,0,0.000155705,0.003051819,34.8866,70.1224,6.102,12,0.0012145,3,0,0
1256,5,28,16,700,110.4828,0.006478224,0.00014864,0,1.24E-05,9.91E-05,0.003406332,62.3212,64.1891,4.1855,30,0.0017094,8,0.00011148,0.00033444
1273,5,17,42,1600,90.0642,0.002423363,0.000344437,3,9.84E-05,0.000282931,0.003272155,29.5547,64.3008,4.5263,24,0.0010948,4,0,0
1274,5,17,24,800,149.7966,0.008265806,0.000281666,9,0,3.25E-05,0.004766651,50.7608,46.0182,4.1818,30,0.0012892,10,0,7.58E-05
1281,5,21,42,700,93.3894,0.003488222,0.000419879,8,5.38E-05,0.000269153,0.004004996,45.6496,61.9355,3.6102,27,0.00099048,9,0.000150726,0.00026915
1336,5,20,4,500,139.5132,0.004860478,0.000346526,7,0,0.000465074,0.005134051,28.8185,43.2753,4.1066,32,0.0015502,7,0,0
1341,5,16,14,500,109.5582,0.00359987,0.000636633,8,8.10E-05,0.000219928,0.003333642,31.9164,59.6667,5.2569,22,0.0013311,6,0,0
1344,5,29,6,1000,99.1416,0.001588592,0.000270923,4,0.000197035,0.000394069,0.00293089,73.9072,70.2017,5.6513,21,0.0028939,7,0,0
1346,5,22,18,500,114.2598,0.003330624,0.000316127,7,2.26E-05,0.000519352,0.003658041,49.2632,66.8148,4.929,29,0.0029806,8,0,1.13E-05
1356,5,22,6,600,143.718,0.00142155,0.000313223,4,0.000200784,0.000634477,0.005437227,21.5976,35.0192,4.4298,43,0.00089148,6,0,7.23E-05
1361,5,19,4,350,168.9216,0.006014695,0.000593873,7,7.60E-05,0.000448858,0.004198547,23.9539,46.3816,6.3849,31,0.0016918,7,0.00067674,0.0015399
1379,5,22,28,250,124.026,0.001848789,0.000571665,3,0,0.000218936,0.00355162,31.6701,56.4932,6.3562,27,0.0020677,10,0.000352729,0.00015812
1390,5,20,24,900,148.6884,0.004390157,0.000283718,3,0,0,0.002926771,17.7641,61.898,8.3061,13,0.00088102,4,0,0.00047784
1399,5,21,28,750,126.4902,0.007533893,0.000405246,2,3.68E-05,0.000184203,0.003665635,29.697,59.8995,4.4925,14,0.00088417,5,0,0
1402,5,21,12,730,104.3202,0.001593507,0.000400339,6,0.000172695,0.001232417,0.003359709,44.0656,60.6075,5.9369,24,0.0019153,6,0.000502386,0.0017898
1403,5,18,14,365,143.574,0.002224771,0.000263762,0,0.000172018,0.00162844,0.003405963,24.1351,45.4141,7.3704,27,0.0018005,9,0.000275229,0.00017202
1414,5,18,8,250,89.5218,0.003064676,0.000546809,6,7.63E-05,0.000686691,0.003484321,32.4534,61.1241,4.1369,40,0.00053409,11,3.81E-05,0.00017803
1422,5,20,8,700,104.3286,0.003012183,0.000436711,4,0,0.000548688,0.003426498,48.1049,64.902,4.8954,37,0.0018812,8,0.000279943,0.00021276
1427,5,23,12,730,118.1706,0.00249951,0.000431288,5,0.000117624,0.00122525,0.00416585,28.0755,51.2188,4.7835,32,0.00089198,10,0.000107822,0.00039208
1436,5,24,24,500,102.5556,0.001507111,0.000135369,1,0,8.12E-05,0.003411306,48.2971,62.6772,5.4259,22,0.00060465,8,0,0
1455,5,21,20,500,154.0044,0.003442115,0.000202477,4,1.19E-05,0.000226298,0.004323487,23.1602,42.7769,5.9256,23,0.0018699,6,0.000500238,0.00052406
1468,5,20,10,500,140.001,0.009300461,0.000601323,6,1.00E-05,0.000280617,0.004008819,24.6015,51.59,4.445,33,0.00097214,8,0.000501102,0.00032071
1484,5,22,16,250,118.9908,0.002318315,0.000440984,7,0,0.000705574,0.00381766,49.8543,54.7591,5.363,22,0.0020411,6,0.000163794,0.00076857
1496,5,24,16,250,111.4068,0.002630646,0.000458146,8,0.000147789,0.00013301,0.003872074,36.8429,55.2672,4.7214,17,0.0010936,5,0,0
1506,5,17,28,1000,158.7498,0.012107236,0.000522485,4,0,0.000306284,0.002936725,45.3333,55.5337,6.0123,17,0.00084679,6,0,0.00016215
1518,5,18,12,465,130.0014,0.002591998,0.00036507,5,9.13E-05,0.000237296,0.003468166,16.6561,48.2737,6.2316,20,0.0019896,6,0.00031031,0.00012777
1520,5,17,10,350,165.4494,0.003203767,0.000247805,3,0.00046021,0.000849618,0.003717077,28.0957,43.1429,7.4333,25,0.0023718,7,0.000230105,0.0001239
1526,5,31,8,300,110.193,0.0025171,0.000341997,8,1.37E-05,0.000629275,0.002982216,38.0276,75.2477,6.1514,22,0.0022572,7,0.000259918,0.00028728
1551,5,19,10,400,124.7598,0.004386498,0.000303914,5,0.000790178,0.000526785,0.004194019,42.0823,59.5845,4.7126,26,0.0013676,10,4.05E-05,0.0001317
1553,5,16,14,100,139.8594,0.002116147,0.000508947,4,0,0.000187507,0.003937641,38.0548,41.551,5.7279,15,0.00091075,5,0,0
1563,5,23,10,600,122.157,0.01059951,0.000290398,4,1.61E-05,0.000145199,0.00272651,36,76.142,4.5444,10,0.0003872,7,0,3.23E-05
1565,5,22,8,500,120.0012,0.003162202,0.000558036,5,0.000111607,0.000334821,0.003013393,40,51.8519,6.5556,11,0.0012277,4,0,3.72E-05
1568,5,21,6,200,143.6058,0.005499482,0.000668565,1,0,8.63E-05,0.004723085,24.1835,43.653,4.4977,12,0.00079796,4,0,8.63E-05
1576,5,21,20,1200,126,0.005858733,0.000383282,4,7.30E-05,0.000447162,0.003677678,53.5821,68.3176,4.8462,33,0.0014419,7,3.65E-05,0.00010951
1583,5,19,20,600,142.251,0.002955457,0.000443319,7,0,0.000675533,0.005319823,27.1093,39.2937,4.4266,32,0.0013722,8,0.000485539,0.00041165
1605,5,20,10,500,182.1372,0.009212898,0.000575806,8,0.00015021,0.000275386,0.003730222,24.9459,48.7517,6.8255,13,0.00082616,4,0,0
1606,5,21,20,600,89.0472,0.002335572,0.000581548,4,6.57E-05,1.88E-05,0.005327731,31.3298,48.5423,2.7324,24,0.00051589,8,4.69E-05,0.00017822
1623,5,21,10,730,138.0774,0.00478674,0.000455455,7,3.57E-05,0.00017861,0.003813317,36.9484,52.815,5.9251,23,0.0010895,8,0.000250054,0.0015718
1629,5,23,14,730,91.4838,0.00122331,0.000352165,5,0.000691973,0.000488088,0.002971777,31.4,63.3347,5.6154,30,0.00057458,11,0.000352165,0.00050662
1642,5,26,10,500,154.9242,0.0074716,0.000557384,8,0.000212337,0.000424674,0.00379552,30.4702,54.5594,6.0699,26,0.0019508,7,0.000145982,5.31E-05
1653,5,20,8,700,127.1574,0.003515518,0.000192255,7,1.37E-05,0.000947542,0.003048613,46.7873,69.4054,6.6532,17,0.0026366,7,0.000151057,0.00015106
1664,5,18,24,800,91.8804,0.00396593,0.000692042,3,0.000346021,0.00026617,0.003500133,39.4656,68.7757,3.7909,26,0.00091829,5,0,0
1686,5,18,2,350,121.4862,0.002626864,0.000520531,1,0,7.26E-05,0.004793725,39.1291,44.6061,4.0303,25,0.0012953,7,8.47E-05,4.84E-05
1704,5,17,12,900,86.4228,0.001172301,0.000408942,3,2.73E-05,0.000245365,0.003953108,26.4444,62.1517,3.9172,12,0.0010087,4,0,0.00024537
1705,5,24,30,1260,142.212,0.009669659,0.000795545,5,0.000265182,0.000312536,0.003295829,40.6225,57.4943,5.3966,27,0.00091866,10,0.000255711,0.00037883
1712,5,28,6,400,102.399,0.003174221,0.00030135,4,2.01E-05,0.00032144,0.003515751,46.4828,57.5543,4.5943,15,0.0017277,5,0.00050225,0.00052234
1733,5,17,28,460,171.2124,0.003970041,0.00069578,4,0.000122785,0.000808333,0.004184914,19.5392,38.5819,6.5721,24,0.00090042,8,0.000143249,0.00016371
1742,5,18,14,600,81.147,0.003781393,0.000356735,2,7.13E-05,9.51E-05,0.00273497,46.8772,62.0174,4.3391,14,0.0015221,4,0,0.00014269
1752,5,22,24,500,135.8904,0.003763246,0.000349768,4,0.000116589,0.000602378,0.003258025,31.6892,64.326,7.3141,34,0.0013084,9,0.000388631,0.0010428
1769,5,20,24,360,175.5354,0.007370334,0.000490394,8,0,0.00017308,0.004947211,19.5673,42.1224,5.207,27,0.0015289,7,7.21E-05,7.21E-05
1771,5,22,20,650,108.2772,0.00385148,0.000530119,6,1.08E-05,0.000421932,0.004197681,28.9406,51.2371,4.0335,27,0.00084386,8,4.33E-05,0.00012983
1775,5,20,6,350,110.7558,0.004297751,0.000186859,5,0.000152884,0.000543589,0.003533329,34.9565,58.0577,4.6683,22,0.0011381,6,0,5.10E-05
1780,5,18,18,800,144.9648,0.004219239,0.00051224,8,0.00036396,0.001833279,0.004879758,36.3435,47.6464,4.5359,24,0.0014693,7,0.00035048,0.00014828
1782,5,19,16,500,122.667,0.001954284,0.000104694,5,2.62E-05,0.000209388,0.004807189,34.4945,49.5971,4.2795,21,0.00080265,8,0,0
1799,5,22,10,1400,92.8662,0.002025558,0.000230551,0,0.000741058,0.001103353,0.002486661,24.4533,62.649,6.5166,25,0.0014821,7,0,0.00032936
1817,5,23,2,100,69.303,0.000849365,0.000264737,5,0.000220614,0.000198553,0.002691493,37.07,66.4262,4.6803,19,0.00062875,8,6.62E-05,0.00015443
1850,5,24,10,300,90.7506,0.001816062,0.000302677,4,0.000392359,3.36E-05,0.00346397,71.0649,64.8155,4.7217,27,0.001278,6,0.000112103,0.00034752
1863,5,18,24,730,131.9376,0.004698378,0.000422552,3,6.04E-05,0.000291762,0.003682241,32.7781,57.3989,5.7596,23,0.0021329,8,0.000221337,0.00014085
1865,5,25,10,730,125.532,0.001183055,0.000477772,5,1.14E-05,0.000227511,0.003344406,31.1263,52.0952,6.6633,16,0.00028439,7,0,0.00018201
1866,5,35,12,800,115.0644,0.001711938,0.00037092,5,5.71E-05,0.000627711,0.001683406,28.9655,88.9492,12.0508,10,0.0018831,5,0,0
1875,5,22,6,500,104.5386,0.003216645,0.000463661,6,7.24E-05,0.000289788,0.00454967,30.2748,46.9554,3.8312,25,0.000681,4,0,0
1901,5,19,8,500,78.8736,0.001289455,0.000126142,3,0,0.000210237,0.003209621,43.7368,74.0437,4.2183,10,0.00070079,6,8.41E-05,7.01E-05
1915,5,22,10,500,155.2386,0.007226554,0.000421739,6,9.12E-05,0.000170975,0.003373912,34.9424,60.0676,6.3986,28,0.0020175,8,0,0.00012538
1920,5,16,20,1000,130.4004,0.004471643,0.000145419,4,0,4.85E-05,0.004301987,42.9153,49.138,4.6113,24,0.00076345,6,0.000290839,0.00010906
1924,5,20,14,1000,96.897,0.002323266,0.000509696,3,0.000225215,0.000438576,0.004385757,23.1545,54.0865,3.7027,26,0.00078232,6,0,0.00055711
1927,5,18,10,730,135.7326,0.006982667,0.000575043,7,0.000112955,0.000195104,0.003789124,20.4239,50.3089,5.0027,22,0.0012117,9,0.00022591,0.00055451
1937,5,21,20,750,122.232,0.003751093,0.000506283,8,5.75E-05,0.00016109,0.004464491,37.4057,51.6289,4.2423,33,0.0012657,6,0,1.15E-05
1939,5,19,10,325,132.2094,0.00239898,0.000318615,1,2.81E-05,8.43E-05,0.003401679,36.6298,64.4738,6.719,30,0.0013682,7,0,2.81E-05
1991,5,21,8,200,121.26,0.006028951,0.00053219,6,0.000152054,0.001117599,0.003641699,37.4226,61.3779,4.6806,40,0.00076027,9,0,0.00034212
1995,5,24,6,700,132.4146,0.00334971,0.000651332,6,0,0.000111657,0.004242966,37.0573,44.9298,5.0658,16,0.00061411,5,0,3.72E-05
2001,5,19,36,1500,133.8234,0.012507616,0.000253876,5,1.69E-05,0.000423126,0.002809559,47.6364,58.6988,4.6687,14,0.001134,4,0,0
2014,5,21,30,1500,68.2158,0.001200883,0.000302925,0,7.57E-05,0.000292107,0.003050892,50.0071,68.6383,3.8901,25,0.0010602,6,0.000140644,0.00010819
